楷書編號	釋義	部首	字體編號
11228	《說文》：“薅，拔去田艸也。从蓐，好省聲。𦵢，籀文薅省。茠，薅或从休。《詩》曰：‘既茠荼蓼。’”	說文‧蓐部	&27.8585;
33377	《說文》：“㹔，牛長脊也。从牛，畺聲。”	說文‧牛部	&27.E0DA;
24831	《說文》：“㘈，小兒有知也。从口，疑聲。《詩》曰：‘克岐克㘈。’”	說文‧口部	&27.E0E7;
10992	《說文》：“嚌，嘗也。从口，齊聲。《周書》曰：‘大保受同祭嚌。’”	說文‧口部	&27.568C;
4460	《說文》：“嚏，悟解气也。从口，疐聲。《詩》曰：‘願言則嚏。’”	說文‧口部	&27.568F;
4661	《說文》：“趨，走也。从走，芻聲。”	說文‧走部	&27.8DA8;
47972	《說文》：“𧽋，走輕也。从走，烏聲。讀若鄔。”	說文‧走部	&27.E121;
27285	《說文》：“䞿，走皃。从走，䞿省聲。”	說文‧走部	&27.E123;
47970	《說文》：“𧽒，行也。从走，臭聲。”	說文‧走部	&27.E129;
47965	《說文》：“𧽐，蹇行𧽐𧽐也。从走，虔聲。讀若愆。”	說文‧走部	&27.E139;
47971	《說文》：“䞾，䞾騭，輕薄也。从走，虒聲。讀若池。”	說文‧走部	&27.E13F;
47973	《說文》：“𧽍，走頓也。从走，真聲。讀若顛。”	說文‧走部	&27.E144;
31242	《說文》：“𣦢，人不能行也。从止，辟聲。”	說文‧止部	&27.E14C;
4674	《說文》：“邁，遠行也。从辵，蠆省聲。𨙚，邁或不省。”	說文‧辵部	&27.9081;
4674	《說文》：“邁，遠行也。从辵，蠆省聲。𨙚，邁或不省。”	說文‧辵部	&27.9081;
4673	《說文》：“還，復也。从辵，睘聲。”	說文‧辵部	&27.9084;
50878	《說文》：“送，遣也。从辵，㑞省。𨕩，籀文不省。”	說文‧辵部	&27.9001;
4671	《說文》：“避，回也。从辵，辟聲。”	說文‧辵部	&27.907F;
51027	《說文》：“䢭，遮䢭也。从辵，羨聲。”	說文‧辵部	&27.E17E;
3302	《說文》：“道，所行道也。从辵，从𩠐。一達謂之道。𡬹，古文道从𩠐、寸。”	說文‧辵部	&27.9053;
4672	《說文》：“遽，傳也。一曰窘也。从辵，豦聲。”	說文‧辵部	&27.907D;
4675	《說文新附》：“邂，邂逅，不期而遇也。从辵，解聲。”	說文‧辵部	&27.9082;
26504	《說文》：“𢕬，行皃。从彳，歰聲。一曰此與馺同。”	說文‧彳部	&27.E190;
26500	《說文》：“𢖊，使也。从彳，䛣聲。”	說文‧彳部	&27.E192;
4665	《說文》：“徯，待也。从彳，奚聲。蹊，徯或从足。”	說文‧彳部	&27.5FAF;
26501	《說文》：“𧗿，將衞也。从行，率聲。”	說文‧行部	&27.E1A0;
11451	《說文》：“齔，毁齒也。男八月生齒，八歲而齔；女七月生齒，七歲而齔。从齒，从匕。”	說文‧齒部	&27.9F54;
49861	《說文》：“蹏，足也。从足，虒聲。”	說文‧足部	&27.E1BB;
11303	《說文》：“蹌，動也。从足，倉聲。”	說文‧足部	&27.8E4C;
4663	《說文》：“蹋，踐也。从足，𦐇聲。”	說文‧足部	&27.8E4B;
4664	《說文》：“蹈，踐也。从足，舀聲。”	說文‧足部	&27.8E48;
49845	《說文》：“𨃚，趿也。从足，荅聲。”	說文‧足部	&27.E1C5;
49865	《說文》：“䠛，跳也。从足，䍃聲。”	說文‧足部	&27.E1C6;
11299	《說文》：“蹎，跋也。从足，真聲。”	說文‧足部	&27.8E4E;
11302	《說文》：“蹐，小步也。从足，𦟝聲。《詩》曰：‘不敢不蹐。’”	說文‧足部	&27.8E50;
49842	《說文》：“𨃖，踞也。从足，荂聲。”	說文‧足部	&27.E1C8;
11304	《說文》：“蹇，跛也。从足，寒省聲。”	說文‧足部	&27.8E47;
4662	《說文新附》：“蹉，蹉跎，失時也。从足，差聲。”	說文‧足部	&27.8E49;
11452	《說文》：“龠，樂之竹管，三孔，以和衆聲也。从品、龠。侖，理也。”	說文‧龠部	&27.9FA0;
11189	《說文》：“𧮫，口上阿也。从口，上象其理。𠶸，𧮫或如此。臄，或从肉，从豦。”	說文‧𧮫部	&27.F396;
11287	《說文》：“謜，徐語也。从言，原聲。《孟子》曰：‘故謜謜而來。’”	說文‧言部	&27.8B1C;
11274	《說文》：“謘，語諄謘也。从言，屖聲。”	說文‧言部	&27.8B18;
4043	《說文》：“論，議也。从言，侖聲。”	說文‧言部	&27.8AD6;
4652	《說文》：“謐，靜語也。从言，𥁑聲。一曰無聲也。”	說文‧言部	&27.8B10;
4646	《說文》：“謙，敬也。从言，兼聲。”	說文‧言部	&27.8B19;
4650	《說文》：“謝，辤去也。从言，䠶聲。”	說文‧言部	&27.8B1D;
4647	《說文》：“講，和解也。从言，冓聲。”	說文‧言部	&27.8B1B;
4651	《說文》：“謄，迻書也。从言，朕聲。”	說文‧言部	&27.8B04;
11284	《說文》：“謍，小聲也。从言，熒省聲。《詩》曰：‘謍謍青蠅。’”	說文‧言部	&27.8B0D;
4645	《說文》：“謗，毀也。从言，㫄聲。”	說文‧言部	&27.8B17;
52007	《說文》：“謣，妄言也。从言，雩聲。𧪮，謣或从荂。”	說文‧言部	&27.8B23;
11285	《說文》：“謈，大呼自勉也。从言，暴省聲。”	說文‧言部	&27.8B08;
52042	《說文》：“𧪰，咨也。一曰痛惜也。从言，差聲。”	說文‧言部	&27.E0FA;
11288	《說文》：“謓，恚也。从言，真聲。賈侍中說：謓笑。一曰讀若振。”	說文‧言部	&27.8B13;
52045	《說文》：“訴，告也。从言，厈省聲。《論語》曰：‘訴子路於季孫。’𧪜，訴或从言、朔。愬，訴或从朔、心。”	說文‧言部	&27.8A34;
52112	《說文》：“𧬊，悲聲也。从言，斯省聲。”	說文‧言部	&27.E228;
11276	《說文》：“謑，恥心。从言，奚聲。䜁，謑或从奊。”	說文‧言部	&27.8B11;
51926	《說文》：“謑，恥心。从言，奚聲。䜁，謑或从奊。”	說文‧言部	&27.8B11;
11289	《說文》：“謚，笑皃。从言，益聲。”	說文‧言部	&27.8B1A;
11280	《說文新附》：“𧩮，小也；誘也。从言，叜聲。《禮記》曰：‘足以𧩮聞。’”	說文‧言部	&27.8B0F;
4644	《說文新附》：“謎，隱語也。从言、迷，迷亦聲。”	說文‧言部	&27.8B0E;
23528	《說文》：“𢍰，引給也。从廾，睪聲。”	說文‧廾部	&27.EDBA;
4484	《說文》：“戴，分物得增益曰戴。从異，𢦒聲。”	說文‧異部	&27.6234;
36417	《說文》：“爨，齊謂之炊爨。𦥑，象持甑；冂，為竈門口；廾，推林內火。𤏷，籀文，爨省。”	說文‧爨部	&27.7228;
4705	《說文》：“鞠，踏鞠也。从革，匊聲。𩍸，鞠或从䉅。”	說文‧革部	&27.97A0;
54824	《說文》：“𩌑，量物之𩌑。一曰抒井𩌑。古以革。从革，冤聲。䩩，𩌑或从宛。”	說文‧革部	&27.E24F;
11368	《說文》：“鞞，刀室也。从革，卑聲。”	說文‧革部	&27.979E;
54823	《說文》：“䩪，車鞁具也。从革，官聲。”	說文‧革部	&27.E258;
54805	《說文》：“𩋊，車具也。从革，奄聲。”	說文‧革部	&27.E25C;
54830	《說文》：“𩋁，車具也。从革，叕聲。”	說文‧革部	&27.E25D;
31101	《說文》：“鬲，鼎屬，實五觳，斗二升曰觳。象腹交文，三足。䰛，鬲或从瓦。㽁，漢令鬲，从瓦，厤聲。”	說文‧鬲部	&27.9B32;
57724	《說文》：“鬴，鍑屬。从鬲，甫聲。釜，鬴或从金，父聲。”	說文‧鬲部	&27.E26D;
11388	《說文》：“𩱡，鬻也。餰，或从衍聲。”	說文‧䰜部	&27.E272;
56240	《說文》：“𩱡，鬻也。餰，或从衍聲。”	說文‧䰜部	&27.E272;
4531	《說文》：“燮，和也。从言，从又、炎。籀文𤎬从𢆉。”	說文‧又部	&27.71EE;
11144	《說文》：“彗，掃竹也。从又持甡。篲，彗或从竹。𥱵，古文彗，从竹从習。”	說文‧又部	&27.5F57;
43674	《說文》：“彗，掃竹也。从又持甡。篲，彗或从竹。𥱵，古文彗，从竹从習。”	說文‧又部	&27.5F57;
54658	《說文》：“𨽿，及也。从隶，枲聲。《詩》曰：‘𨽿天之未陰雨。’”	說文‧隶部	&27.E2A0;
4701	《說文》：“隸，附箸也。从隶，柰聲。𨾀，篆文隸从古文之體。”	說文‧隶部	&27.96B8;
48563	《說文》：“豎，豎立也。从臤，豆聲。豎，籀文豎从殳。”	說文‧臤部	&27.8C4E;
23303	《說文》：“臧，善也。从臣，戕聲。𡒥，籀文。”	說文‧臣部	&27.81E7;
4186	《說文》：“導，導引也。从寸，道聲。”	說文‧寸部	&27.5C0E;
3453	《說文》：“徹，通也。从彳，从攴，从育。𢖉，古文徹。”	說文‧攴部	&27.5FB9;
3453	《說文》：“徹，通也。从彳，从攴，从育。𢖉，古文徹。”	說文‧攴部	&27.5FB9;
4495	《說文》：“斂，收也。从攴，僉聲。”	說文‧攴部	&27.6582;
11037	《說文》：“斁，解也。从攴，睪聲。《詩》云：‘服之無斁。’斁，猒也。一曰終也。”	說文‧攴部	&27.6581;
11038	《說文》：“斀，去陰之刑也。从攴，蜀聲。”	說文‧攴部	&27.6580;
11355	《說文》：“闅，低目視也。从𥄎，門聲。弘農湖縣有闅鄉。汝南西平有闅亭。”	說文‧𥄎部	&27.95C5;
38868	《說文》：“瞦，目童子精也。从目，喜聲。讀若禧。”	說文‧目部	&27.E2E1;
11112	《說文》：“瞵，目精也。从目，粦聲。”	說文‧目部	&27.77B5;
11117	《說文》：“瞴，瞴婁，微視也。从目，無聲。”	說文‧目部	&27.77B4;
38900	《說文》：“瞤，目動也。从目，閏聲。”	說文‧目部	&27.E2F7;
38883	《說文》：“䁲，小視也。从目，買聲。”	說文‧目部	&27.E2F9;
11113	《說文》：“瞫，深視也。一曰下視也。又竊見也。从目，覃聲。”	說文‧目部	&27.77AB;
3563	《說文》：“睡，坐寐也。从目、垂。”	說文‧目部	&27.7761;
11115	《說文》：“瞯，戴目也。从目，閒聲。江淮之間謂眄曰瞯。”	說文‧目部	&27.77B7;
4724	《說文》：“鼾，臥息也。从鼻，干聲。讀若汗。”	說文‧鼻部	&27.9F3E;
3798	《說文》：“奭，盛也。从大，从皕，皕亦聲。此燕召公名。讀若郝。《史篇》名醜。𡚐，古文奭。”	說文‧皕部	&27.596D;
3798	《說文》：“奭，盛也。从大，从皕，皕亦聲。此燕召公名。讀若郝。《史篇》名醜。𡚐，古文奭。”	說文‧皕部	&27.596D;
4314	《說文》：“翺，翺翔也。从羽，臯聲。”	說文‧羽部	&27.7FF1;
4597	《說文》：“翳，華蓋也。从羽，殹聲。”	說文‧羽部	&27.7FF3;
52954	《說文》：“𨿠，𨾦也。从隹，垂聲。”	說文‧隹部	&27.E31F;
11432	《說文》：“舊，𨾦舊，舊留也。从萑，臼聲。鵂，舊或从鳥，休聲。”	說文‧雈部	&27.820A;
45024	《說文》：“𦎷，羊名。从羊，執聲。汝南平輿有𦎷亭，讀若晉。”	說文‧羊部	&27.E334;
45022	《說文》：“𦎸，䍴𦎸也。从羊，責聲。”	說文‧羊部	&27.E336;
945	《說文》：“鳳，神鳥也。天老曰：鳳之象也，鴻前麐後，蛇頸魚尾，鸛顙鴛思，龍文虎背，燕頷雞喙，五色備舉。出於東方君子之國，翺翔四海之外，過崐崘，飲砥柱，濯羽弱水，莫宿風穴，見則天下大安寧。从鳥，凡聲。𠤈，古文鳳，象形。鳳飛羣鳥從以萬數，故以為朋黨字。𪆍，亦古文鳳。”	說文‧鳥部	&27.9CF3;
11433	《說文》：“鵃，鶻鵃也。从鳥，舟聲。”	說文‧鳥部	&27.9D43;
4717	《說文》：“鴿，鳩屬。从鳥，合聲。”	說文‧鳥部	&27.9D3F;
52975	《說文》：“鶪，伯勞也。从鳥，狊聲。𩀎，鶪或从隹。”	說文‧鳥部	&27.9DAA;
58336	《說文》：“鴲，瞑鴲也。从鳥，旨聲。”	說文‧鳥部	&27.E34D;
11431	《說文》：“鵅，烏鸔也。从鳥，各聲。”	說文‧鳥部	&27.9D45;
4716	《說文》：“鴻，鴻鵠也。从鳥，江聲。”	說文‧鳥部	&27.9D3B;
58310	《說文》：“𪀖，禿𪀖也。从鳥，尗聲。鶖，𪀖或从秋。”	說文‧鳥部	&27.E34E;
58307	《說文》：“鴺，鴺胡，污澤也。从鳥，夷聲。鵜，鴺或从弟。”	說文‧鳥部	&27.E359;
11430	《說文》：“鴰，麋鴰也。从鳥，𠯑聲。”	說文‧鳥部	&27.9D30;
11423	《說文》：“𪁉，𪁉𪂴也。从鳥，交聲。一曰𪁉𪈒也。”	說文‧鳥部	&27.9D41;
10401	《說文》：“鳽，𪁉𪂴也。从鳥，幵聲。”	說文‧鳥部	&27.9CFD;
58313	《說文》：“鴜，𪇳鴜也。从鳥，此聲。”	說文‧鳥部	&27.E35C;
58349	《說文》：“𪀝，鷙鳥也。从鳥，屰聲。”	說文‧鳥部	&27.E35D;
11422	《說文》：“鴳，雇也。从鳥，安聲。”	說文‧鳥部	&27.9D33;
58288	《說文新附》：“𪀦，谿𪀦，水鳥。从鳥，式聲。”	說文‧鳥部	&27.E367;
4574	《說文》：“糞，棄除也。从廾推𠦒糞采也。官溥說：似米而非米者，矢字。”	說文‧𠦒部	&27.7CDE;
4463	《說文》：“㕡，溝也。从𣦼，从谷。讀若郝。壑，㕡或从土。”	說文‧𣦼部	&27.F4BA;
30750	《說文》：“殬，敗也。从歺，睪聲。《商書》曰：‘彝倫攸殬。’”	說文‧歹部	&27.E37D;
4625	《說文》：“薨，公矦𣨛也。从死，瞢省聲。”	說文‧死部	&27.85A8;
11202	《說文》：“薧，死人里也。从𣦸，蒿省聲。”	說文‧死部	&27.85A7;
55647	《說文》：“䯏，骨耑也。从骨，𠯑聲。”	說文‧骨部	&27.E389;
11404	《說文》：“骾，食骨留咽中也。从骨，更聲。”	說文‧骨部	&27.9ABE;
4610	《說文》：“膽，連肝之府。从肉，詹聲。”	說文‧肉部	&27.81BD;
4606	《說文》：“膺，胷也。从肉，𤸰聲。”	說文‧肉部	&27.81BA;
4604	《說文》：“肊，胷骨也。从肉，乙聲。臆，肊或从意。”	說文‧肉部	&27.808A;
4607	《說文》：“臂，手上也。从肉，辟聲。”	說文‧肉部	&27.81C2;
11188	《說文》：“膻，肉膻也。从肉，亶聲。《詩》曰：‘膻裼暴虎。’”	說文‧肉部	&27.81BB;
8919	《說文》：“腄，瘢胝也。从肉，垂聲。”	說文‧肉部	&27.8144;
11191	《說文》：“臊，豕膏臭也。从肉，喿聲。”	說文‧肉部	&27.81CA;
3992	《說文》：“膜，肉間胲膜也。从肉，莫聲。”	說文‧肉部	&27.819C;
11193	《說文》：“臇，𦞦也。从肉，雋聲。讀若纂。㷷，臇或从火巽。”	說文‧肉部	&27.81C7;
4612	《說文》：“膾，細切肉也。从肉，會聲。”	說文‧肉部	&27.81BE;
51434	《說文》：“䚦，角傾也。从角，虒聲。”	說文‧角部	&27.E3D6;
11271	《說文》：“觲，用角低仰便也，从羊、牛、角。《詩》曰：‘觲觲角弓。’”	說文‧角部	&27.89F2;
11272	《說文》：“觳，盛觵巵也。一曰射具。从角，𣪊聲。讀若斛。”	說文‧角部	&27.89F3;
11156	《說文》：“篸，差也。从竹，參聲。”	說文‧竹部	&27.7BF8;
43668	《說文》：“䉃，剖竹未去節謂之䉃。从竹，將聲。”	說文‧竹部	&27.E3EE;
11159	《說文》：“篰，㒼爰也。从竹，部聲。”	說文‧竹部	&27.7BF0;
11145	《說文》：“簀，牀棧也。从竹，責聲。”	說文‧竹部	&27.7C00;
11155	《說文》：“簁，簁箄，竹器也。从竹，徙聲。”	說文‧竹部	&27.7C01;
11146	《說文》：“篿，圜竹器也。从竹，專聲。”	說文‧竹部	&27.7BFF;
4567	《說文》：“簍，竹籠也。从竹，婁聲。”	說文‧竹部	&27.7C0D;
11150	《說文》：“簋，黍稷方器也。从竹、从皿、从皀。㔳，古文簋，从匚、飢。匭，古文簋或从軌。朹，亦古文簋。”	說文‧竹部	&27.7C0B;
20386	《說文》：“籩，竹豆也。从竹，邊聲。”	說文‧竹部	&27.7C69;
11143	《說文》：“簏，竹高篋也。从竹，鹿聲。箓，簏或从彔。”	說文‧竹部	&27.7C0F;
43638	《說文》：“篼，飲馬器也。从竹，兜聲。”	說文‧竹部	&27.E40A;
11151	《說文》：“篳，藩落也。从竹，畢聲。《春秋傳》曰：‘篳門圭窬。’”	說文‧竹部	&27.7BF3;
11157	《說文》：“篽，禁苑也。从竹，御聲。《春秋傳》曰：‘澤之目篽。’𩵎，篽或从又，魚聲。”	說文‧竹部	&27.7BFD;
11154	《說文新附》：“簃，閣邊小屋也。从竹，移聲。《說文》通用誃。”	說文‧竹部	&27.7C03;
23527	《說文》：“巫，祝也。女能事無形，以舞降神者也。象人兩褎舞形，與工同意。古者巫咸初作巫。𢍮，古文巫。”	說文‧巫部	&27.5DEB;
4627	《說文》：“虧，气損也。从亏，雐聲。𧇾，虧或从兮。”	說文‧于部	&27.8667;
11234	《說文》：“虨，虎文彪也。从虍，彬聲。”	說文‧虍部	&27.8668;
39368	《說文》：“盨，㯯盨，負戴器也。从皿，須聲。”	說文‧皿部	&27.E452;
4549	《說文》：“盪，滌器也。从皿，湯聲。”	說文‧皿部	&27.76EA;
4609	《說文》：“𧗕，腫血也。从血，䢉省聲。膿，俗𧗕。从肉，農聲。”	說文‧血部	&27.E459;
4538	《說文》：“爵，禮器也。象爵之形，中有鬯酒，又持之也，所以飲。器象爵者，取其鳴節節足足也。𥥼，古文爵，象形。”	說文‧鬯部	&27.7235;
4538	《說文》：“爵，禮器也。象爵之形，中有鬯酒，又持之也，所以飲。器象爵者，取其鳴節節足足也。𥥼，古文爵，象形。”	說文‧鬯部	&27.7235;
56121	《說文》：“飴，米糱煎也。从食，台聲。𩛛，籀文飴，从異省。”	說文‧食部	&27.98F4;
11387	《說文》：“𩝍，乾食也。从食，矦聲。《周書》曰：‘峙乃𩝍粻。’”	說文‧食部	&27.9931;
11379	《說文》：“餥，𩝍也。从食，非聲。陳、楚之間相謁食麥飯日餥。”	說文‧食部	&27.9925;
11756	《說文》：“饁，餉田也。从食，盍聲。《詩》曰：‘饁彼南畝。’”	說文‧食部	&27.9941;
11381	《說文》：“餬，寄食也。从食，胡聲。”	說文‧食部	&27.992C;
11380	《說文》：“餫，野饋曰餫。从食，軍聲。”	說文‧食部	&27.992B;
11384	《說文》：“餲，飯餲也。从食，曷聲。《論語》曰：‘食饐而餲。’”	說文‧食部	&27.9932;
11181	《說文》：“罅，裂也。从缶，虖聲。缶燒善裂也。”	說文‧缶部	&27.7F45;
4596	《說文》：“罄，器中空也。从缶，殸聲。殸，古文磬字。《詩》云：‘缾之罄矣。’”	說文‧缶部	&27.7F44;
4556	《說文》：“矯，揉箭箝也。从矢，喬聲。”	說文‧矢部	&27.77EF;
11120	《說文》：“矰，隿䠶矢也。从矢，曾聲。”	說文‧矢部	&27.77F0;
21597	《說文》：“𩫏，度也，民所度居也。从回，象城𩫏之重，兩亭相對也，或但从口。”	說文‧𩫏部	&27.F4C1;
4539	《說文》：“牆，垣蔽也。从嗇，爿聲。𤖣，籀文从二禾；𤖧，籀文亦从二來。”	說文‧嗇部	&27.7246;
4539	《說文》：“牆，垣蔽也。从嗇，爿聲。𤖣，籀文从二禾；𤖧，籀文亦从二來。”	說文‧嗇部	&27.7246;
4539	《說文》：“牆，垣蔽也。从嗇，爿聲。𤖣，籀文从二禾；𤖧，籀文亦从二來。”	說文‧嗇部	&27.7246;
11443	《說文》：“麰，來麰，麥也。从麥，牟聲。𦭷，麰或从艸。”	說文‧麥部	&27.9EB0;
39435	《說文》：“𤯷，華榮也。从舜，生聲。讀若皇。《爾雅》曰：‘𤯷華也。’葟，𤯷或从艸、皇。”	說文‧舜部	&27.E4BC;
11371	《說文》：“韔，弓衣也。从韋，長聲。《詩》曰：‘交韔二弓。’”	說文‧韋部	&27.97D4;
4706	《說文》：“𩏑，井垣也。从韋，取其帀也，倝聲。”	說文‧韋部	&27.97D3;
42941	《說文》：“𥊽，周人謂兄曰𥊽。从弟，从眔。”	說文‧弟部	&27.F09E;
29788	《說文》：“𣛹，木也。从木，遄聲。”	說文‧木部	&27.E4CF;
11042	《說文》：“檍，杶也。从木，意聲。”	說文‧木部	&27.6A8D;
11047	《說文》：“檟，楸也。从木，賈聲。《春秋傳》曰：‘樹六檟於蒲圃。’”	說文‧木部	&27.6A9F;
29808	《說文》：“檆，木也。”	說文‧木部	&27.E4D7;
11059	《說文》：“橿，枋也。从木，畺聲。一曰鉏柄名。”	說文‧木部	&27.6A7F;
4507	《說文》：“檗，黃木也。从木，辟聲。”	說文‧木部	&27.6A97;
11046	《說文》：“檉，河柳也。从木，聖聲。”	說文‧木部	&27.6A89;
4499	《說文》：“檀，木也。从木，亶聲。”	說文‧木部	&27.6A80;
29768	《說文》：“𣛺，木，可為杖。从木，厀聲。”	說文‧木部	&27.E4E9;
4503	《說文》：“檜，柏葉松身。从木，會聲。”	說文‧木部	&27.6A9C;
11045	《說文》：“檥，榦也。从木，義聲。”	說文‧木部	&27.6AA5;
4508	《說文》：“檐，㮰也。从木，詹聲。”	說文‧木部	&27.6A90;
29790	《說文》：“植，戶植也。从木，直聲。㯰，或从置。”	說文‧木部	&27.690D;
4504	《說文》：“櫛，梳比之總名也。从木，節聲。”	說文‧木部	&27.6ADB;
29791	《說文》：“檈，圜案也。从木，瞏聲。”	說文‧木部	&27.E513;
11054	《說文》：“檕，繘耑木也。从木，𣪠聲。”	說文‧木部	&27.6A95;
4509	《說文》：“㯳，榜也，从木敬聲。”	說文‧木部	&27.6AA0;
11055	《說文》：“檃，栝也。从木，隱省聲。”	說文‧木部	&27.6A83;
4502	《說文》：“檢，書署也。从木，僉聲。”	說文‧木部	&27.6AA2;
4501	《說文》：“檄，二尺書。从木，敫聲。”	說文‧木部	&27.6A84;
4506	《說文》：“橾，車轂中空也。从木，喿聲。讀若藪。”	說文‧木部	&27.6A7E;
11051	《說文》：“檇，以木有所擣也。从木，雋聲。《春秋傳》曰：‘越敗吳於檇李。’”	說文‧木部	&27.6A87;
4058	《說文》：“𧷓，出物貨也。从出，从買。”	說文‧出部	&27.8CE3;
2788	《說文》：“華，榮也。从艸，从𠌶。”	說文‧華部	&27.83EF;
40131	《說文》：“皣，艸木白華也。从華，从白。”	說文‧華部	&27.E539;
39918	《說文》：“𥢔，特止也。从稽省，卓聲。”	說文‧稽部	&27.E53C;
39919	《說文》：“𥢑，𥢑䅓而止也。从稽省，咎聲，讀若皓。賈侍中說：稽、𥢔、𥢑，三字皆木名。”	說文‧稽部	&27.E53D;
29769	《說文》：“㯱，囊張大皃。从㯻省，匋省聲。”	說文‧㯻部	&27.F11A;
4659	《說文》：“賸，物相增加也。从貝，朕聲。一曰送也，副也。”	說文‧貝部	&27.8CF8;
4658	《說文》：“購，以財有所求也。从貝，冓聲。”	說文‧貝部	&27.8CFC;
4657	《說文新附》：“賽，報也。从貝，塞省聲。”	說文‧貝部	&27.8CFD;
4660	《說文新附》：“賻，助也。从貝，尃聲。”	說文‧貝部	&27.8CFB;
4089	《說文》：“鄰，五家為鄰。从邑，粦聲。”	說文‧邑部	&27.9130;
4655	《說文》：“邠，周太王國。在右扶風美陽。从邑，分聲。豳，美陽亭即豳也。民俗以夜市有豳山。从山、从豩。闕。”	說文‧邑部	&27.90A0;
9690	《說文》：“鄛，南陽棗陽鄉。从邑，巢聲。”	說文‧邑部	&27.911B;
50431	《說文》：“𨞪，蜀江原地。从邑，壽聲。”	說文‧邑部	&27.E570;
50436	《說文》：“䣢，蜀地也。从邑，耤聲。”	說文‧邑部	&27.E571;
50310	《說文》：“䣕，存䣕，犍為縣。从邑，馬聲。”	說文‧邑部	&27.E573;
10295	《說文》：“鄮，會稽縣。从邑，貿聲。”	說文‧邑部	&27.912E;
2872	《說文》：“鄉，國離邑，民所封鄉也。嗇夫別治，封圻之內六鄉，六鄉治之。从𨛜，皀聲。”	說文‧𨛜部	&27.9109;
4216	《說文》：“曄，光也。从日、𠌶。”	說文‧日部	&27.66C4;
4497	《說文新附》：“曙，曉也。从日，署聲。”	說文‧日部	&27.66D9;
11040	《說文》：“𣄪，旌旗旚繇也。从㫃，𤐫聲。”	說文‧㫃部	&27.65DA;
1273	《說文》：“曐，萬物之精，上為列星。从晶，生聲。一曰象形，从口，古口復注中，故與日同。𠻖，古文星。星，曐或省。”	說文‧晶部	&27.E5AD;
1273	《說文》：“曐，萬物之精，上為列星。从晶，生聲。一曰象形，从口，古口復注中，故與日同。𠻖，古文星。星，曐或省。”	說文‧晶部	&27.E5AD;
1273	《說文》：“曐，萬物之精，上為列星。从晶，生聲。一曰象形，从口，古口復注中，故與日同。𠻖，古文星。星，曐或省。”	說文‧晶部	&27.E5AD;
1996	《說文》：“曑，商星也。从晶，㐱聲。參，曑或省。”	說文‧晶部	&27.E5AF;
1996	《說文》：“曑，商星也。从晶，㐱聲。參，曑或省。”	說文‧晶部	&27.E5AF;
30912	《說文》：“㦽，有文章也。从有，𡿿聲。”	說文‧有部	&27.E5B3;
11318	《說文》：“鼒，鼎之圜掩上者。从鼎，才聲。《詩》曰：鼐鼎及鼒。‘鎡，俗鼒。’ 从金，从玆。”	說文‧鼎部	&27.9F12;
11133	《說文》：“穜，埶也。从禾，童聲。”	說文‧禾部	&27.7A5C;
4564	《說文》：“𥝩，禾成秀也，人所以收。从禾、爪。穗，𥝩或从禾，惠聲。”	說文‧禾部	&27.F069;
46445	《說文》：“穟，禾𥝩之皃。从禾，遂聲。《詩》曰：‘禾穎穟穟。’𦼯，穟或从艸。”	說文‧禾部	&27.7A5F;
11135	《說文》：“穖，禾穖也。从禾，幾聲。”	說文‧禾部	&27.7A56;
4719	《說文》：“黏，相箸也。从黍，占聲。”	說文‧黍部	&27.9ECF;
59901	《說文》：“𪏻，黏也。从黍，古聲。䊀，黏或从米。”	說文‧黍部	&27.E5EF;
4578	《說文》：“糂，以米和羹也；一曰粒也。从米，甚聲。糣，籀文糂从朁。糝，古文糂从參。”	說文‧米部	&27.E5F8;
4573	《說文》：“糜，糝也。从米，麻聲。”	說文‧米部	&27.7CDC;
4576	《說文》：“糟，酒滓也。从米，曹聲。𨣹，籀文从酉。”	說文‧米部	&27.7CDF;
45282	《說文》：“䊝，𥻦也。从米，悉聲。”	說文‧米部	&27.E601;
45262	《說文》：“𥻦，䊝𥻦，散之也。从米，殺聲。”	說文‧米部	&27.E602;
11372	《說文》：“韱，山韭也。从韭，㦰聲。”	說文‧韭部	&27.97F1;
27296	《說文》：“𡫛，𦤝𦤝，不見也。一曰，𦤝𦤝，不見省人。从宀，𦤝聲。”	說文‧宀部	&27.E621;
4530	《說文》：“營，市居也。从宮，熒省聲。”	說文‧宮部	&27.71DF;
41166	《說文》：“𥨍，地室也。从穴，復聲。《詩》曰：‘陶𥨍陶穴’。”	說文‧穴部	&27.E631;
3805	《說文》：“竂，穿也。从穴，尞聲。”	說文‧穴部	&27.E634;
41178	《說文》：“䆷，空皃。从穴，矞聲。”	說文‧穴部	&27.E637;
11140	《說文》：“竀，正視也。从穴中正見也。正亦聲。”	說文‧穴部	&27.7AC0;
11141	《說文》：“竁，穿地也。从穴，毳聲。一曰小鼠聲。《周禮》曰：‘大喪甫竁’。”	說文‧穴部	&27.7AC1;
11015	《說文》：“寱，瞑言也。从㝱省，臬聲。”	說文‧㝱部	&27.5BF1;
11109	《說文》：“癇，病也。从疒，閒聲。”	說文‧疒部	&27.7647;
11107	《說文》：“癈，固病也。从疒，發聲。”	說文‧疒部	&27.7648;
40623	《說文》：“𤺊，散聲。从疒，斯聲。”	說文‧疒部	&27.E64A;
